"","Court","PendStart","New","Reopen","Closed","PendatEnd","Pending0.6","Pending6plus","PendingInact.BW","JuryTrials","NonJuryTrials","Convict","Acquit","PleaTrial","DismTrial","DismBrief","PleaBef","DismbyPros","PostJActiv","Other","court.type","Year"
"210","Total","46","122","47","177","39","25",11,3,1,5,0,0,4,2,2,87,33,53,"1","Sixth District Court",2015
"211","CRIMINAL","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Seventh District Court",2015
"212","Adult Motor Vehicle Offenses","1","0","0","0","1","0",1,0,0,0,0,0,0,0,0,0,0,0,"0","Seventh District Court",2015
"213","Extradition","1","1","0","0","2","1",0,1,0,0,0,0,0,0,0,0,0,0,"0","Seventh District Court",2015
"214","Felony Crimes Against Property","116","84","46","133","114","59",30,25,1,0,0,0,1,0,2,67,52,54,"0","Seventh District Court",2015
"215","Felony Crimes Against Persons","104","86","33","117","105","62",32,11,2,0,1,1,0,0,2,56,49,37,"0","Seventh District Court",2015
"216","Felony Drug Offenses","139","110","54","166","136","66",42,28,0,0,0,0,0,0,4,69,71,59,"0","Seventh District Court",2015
"217","Felony DWI/DUI","20","6","2","12","16","4",5,7,1,0,1,0,0,0,1,6,2,3,"0","Seventh District Court",2015
"218","Felony Homicide","1","4","3","3","5","2",2,1,0,0,0,0,0,0,0,1,1,2,"0","Seventh District Court",2015
"219","Felony Miscellaneous","20","16","6","24","18","8",6,4,0,0,0,0,0,0,2,12,13,4,"0","Seventh District Court",2015
"220","Felony Public Safety Offenses","12","21","3","16","20","12",3,5,0,0,0,0,0,0,2,8,7,3,"0","Seventh District Court",2015
"221","Felony Sexual Offenses","22","17","7","22","24","10",11,3,1,0,0,1,0,0,1,11,11,8,"0","Seventh District Court",2015
"222","Felony First Degree","1","0","2","2","1","1",0,0,0,0,0,0,0,0,0,0,0,2,"0","Seventh District Court",2015
"223","Felony Domestic Violence","1","2","3","3","3","3",0,0,0,0,0,0,0,0,0,1,1,2,"0","Seventh District Court",2015
"224","Felony Vehicular Homicide","2","0","0","1","1","0",1,0,0,0,0,0,0,0,0,1,1,0,"0","Seventh District Court",2015
"225","Lower Court Appeal ‐ Defendant Appellant","10","9","2","16","5","2",2,1,0,1,1,0,0,0,2,11,0,2,"0","Seventh District Court",2015
"226","Lower Court Appeal ‐ Plaintiff Appellant","0","3","0","2","1","1",0,0,0,0,0,0,0,0,1,1,0,0,"0","Seventh District Court",2015
"227","Lower Court DWI Appeal ‐ Defendant Appellant","4","3","0","2","6","4",2,0,0,0,0,0,0,0,0,2,0,0,"0","Seventh District Court",2015
"228","Lower Court DWI Appeal ‐ Plaintiff Appellant","0","1","0","1","0","0",0,0,0,0,0,0,0,0,0,1,0,0,"0","Seventh District Court",2015
"229","Misdemeanor (Dist.)","11","1","6","16","2","1",1,0,0,0,0,0,0,0,0,2,3,11,"0","Seventh District Court",2015
"230","Misdemeanor DWI/DUI","0","5","1","4","2","2",0,0,0,0,0,0,0,0,0,2,2,0,"0","Seventh District Court",2015
"231","Total","465","369","168","540","462","238",138,86,5,1,3,2,1,0,17,251,213,187,"0","Seventh District Court",2015
"232","JUVENILE","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Seventh District Court",2015
"233","Juvenile Public Safety Offenses","0","6","0","3","3","2",1,0,1,0,0,0,1,0,0,2,0,0,"0","Seventh District Court",2015
"234","Juvenile Crimes Against Property","12","17","13","34","8","5",2,1,0,1,0,0,0,1,4,11,6,15,"0","Seventh District Court",2015
"235","Juvenile Crimes Against Persons","12","23","12","38","9","8",1,0,0,0,0,0,0,0,5,14,11,12,"0","Seventh District Court",2015
"236","Juvenile Delinquent Felony","2","4","1","6","1","0",1,0,0,0,0,0,0,0,1,1,1,3,"1","Seventh District Court",2015
"237","Juvenile Delinquent Non‐Felony","1","6","2","6","3","2",0,1,0,0,0,0,0,0,0,2,2,2,"0","Seventh District Court",2015
"238","Juvenile Drug Offenses","11","12","5","22","6","3",0,3,0,0,0,0,0,0,5,10,5,4,"0","Seventh District Court",2015
"239","Juvenile DWI Offenses","0","3","0","3","0","0",0,0,0,0,0,0,0,0,0,3,1,0,"0","Seventh District Court",2015
"240","Juvenile Extradition","0","1","0","1","0","0",0,0,0,0,0,0,0,0,0,0,0,0,"1","Seventh District Court",2015
"241","Juvenile Motor Vehicle Offenses","1","4","3","8","1","1",0,0,0,0,0,0,0,0,0,2,3,4,"0","Seventh District Court",2015
"242","Juvenile Sexual Offenses","3","2","1","5","1","0",1,0,0,0,0,0,0,0,0,4,0,1,"0","Seventh District Court",2015
"243","Total","42","78","37","126","32","21",6,5,1,1,0,0,1,1,15,49,29,41,"2","Seventh District Court",2015
"244","CRIMINAL","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eighth District Court",2015
"245","Adult Motor Vehicle Offenses","1","0","0","0","1","0",1,0,0,0,0,0,0,0,0,0,0,0,"0","Eighth District Court",2015
"246","Extradition","1","0","0","1","1","1",0,0,0,0,0,0,0,0,0,0,0,0,"0","Eighth District Court",2015
"247","Felony Crimes Against Property","141","110","67","181","145","64",29,52,2,0,0,0,2,0,14,57,53,88,"0","Eighth District Court",2015
"248","Felony Crimes Against Persons","157","136","64","179","184","99",35,50,3,0,2,0,0,1,13,56,76,67,"0","Eighth District Court",2015
"249","Felony Drug Offenses","134","138","44","142","178","72",60,46,1,0,0,1,0,0,11,60,60,47,"0","Eighth District Court",2015
"250","Felony DWI/DUI","17","30","9","32","25","12",8,5,0,0,0,0,0,0,0,19,15,12,"0","Eighth District Court",2015
"251","Felony Homicide","6","6","2","5","9","3",5,1,2,0,0,0,2,0,0,2,2,1,"0","Eighth District Court",2015
"252","Felony Miscellaneous","20","12","6","18","20","8",4,8,0,0,0,0,0,0,0,7,5,7,"0","Eighth District Court",2015
"253","Felony Public Safety Offenses","32","23","23","47","31","18",5,8,1,0,0,0,1,0,1,22,18,18,"0","Eighth District Court",2015
"254","Felony Sexual Offenses","17","17","5","17","25","8",9,8,0,0,0,0,0,0,1,7,4,5,"0","Eighth District Court",2015
"255","Felony First Degree","1","0","0","0","1","0",1,0,0,0,0,0,0,0,0,0,0,0,"0","Eighth District Court",2015
"256","Felony Domestic Violence","1","2","0","1","2","2",0,0,0,0,0,0,0,0,0,1,1,0,"0","Eighth District Court",2015
"257","Lower Court Appeal","12","0","0","4","11","5",6,0,0,0,0,0,0,0,3,0,0,0,"0","Eighth District Court",2015
"258","Felony Vehicular Homicide","1","1","0","1","1","1",0,0,0,0,0,0,0,0,0,1,1,0,"0","Eighth District Court",2015
"259","Lower Court Appeal ‐ Defendant Appellant","18","8","0","15","14","7",7,0,2,2,1,1,0,1,0,8,2,0,"0","Eighth District Court",2015
"260","Lower Court Appeal ‐ Plaintiff Appellant","3","2","0","1","4","1",3,0,0,0,0,0,0,0,0,0,1,0,"0","Eighth District Court",2015
"261","Lower Court DWI/DUI Appeals","2","0","0","0","2","0",2,0,0,0,0,0,0,0,0,0,0,0,"0","Eighth District Court",2015
"262","Lower Court DWI Appeal ‐ Defendant Appellant","3","11","0","8","6","3",3,0,0,2,0,1,0,1,0,5,1,0,"0","Eighth District Court",2015
"263","Lower Court DWI Appeal ‐ Plaintiff Appellant","1","2","0","1","2","2",0,0,0,0,0,0,0,0,0,1,0,0,"0","Eighth District Court",2015
"264","Misdemeanor (Dist.)","6","5","2","5","8","2",4,2,0,0,0,0,0,0,0,2,3,0,"0","Eighth District Court",2015
"265","Misdemeanor DWI/DUI","1","6","1","5","4","2",2,0,0,0,0,0,0,0,0,1,1,2,"0","Eighth District Court",2015
"266","Petition for Review of Bond/Conditions of Release","0","1","0","0","1","1",0,0,0,0,0,0,0,0,0,0,0,0,"0","Eighth District Court",2015
"267","Total","575","510","223","663","675","311",184,180,11,4,3,3,5,3,43,249,243,247,"0","Eighth District Court",2015
"268","JUVENILE","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eighth District Court",2015
"269","Juvenile Public Safety Offenses","8","9","4","13","8","4",4,0,0,0,0,0,0,0,0,3,5,6,"0","Eighth District Court",2015
"270","Juvenile Crimes Against Property","33","17","11","45","15","1",11,3,0,0,0,0,0,0,1,20,16,15,"0","Eighth District Court",2015
"271","Juvenile Crimes Against Persons","15","30","23","49","18","8",7,3,0,0,0,0,0,0,0,18,14,21,"0","Eighth District Court",2015
"272","Juvenile Delinquent Felony","9","2","3","5","9","2",6,1,0,0,0,0,0,0,0,2,1,3,"0","Eighth District Court",2015
"273","Juvenile Delinquent Non‐Felony","9","1","1","3","8","1",7,0,0,0,0,0,0,0,0,1,0,2,"0","Eighth District Court",2015
"274","Juvenile Drug Offenses","9","16","3","16","11","5",5,1,0,0,0,0,0,0,1,8,4,3,"1","Eighth District Court",2015
"275","Juvenile DWI Offenses","3","2","0","3","2","0",2,0,0,0,0,0,0,0,0,1,2,0,"0","Eighth District Court",2015
"276","Juvenile Extradition","0","2","0","1","1","0",1,0,0,0,0,0,0,0,0,0,1,0,"0","Eighth District Court",2015
"277","Juvenile Graffiti Offenses","1","0","0","0","1","0",1,0,0,0,0,0,0,0,0,0,0,0,"0","Eighth District Court",2015
"278","Juvenile Motor Vehicle Offenses","1","0","0","0","1","0",1,0,0,0,0,0,0,0,0,0,0,0,"0","Eighth District Court",2015
"279","Juvenile Sexual Offenses","2","2","3","5","2","0",1,1,0,0,0,0,0,0,0,1,1,3,"0","Eighth District Court",2015
"280","Youthful Offender Crimes Against Persons","1","0","0","1","0","0",0,0,0,0,0,0,0,0,0,0,0,1,"0","Eighth District Court",2015
"281","Youthful Offender Homicide","1","1","0","1","1","1",0,0,0,0,0,0,0,0,0,0,0,1,"0","Eighth District Court",2015
"282","Total","92","82","48","142","77","22",46,9,0,0,0,0,0,0,2,54,44,55,"1","Eighth District Court",2015
"283","CRIMINAL","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ninth District Court",2015
"284","Adult Motor Vehicle Offenses","0","0","1","0","1","0",1,0,0,0,0,0,0,0,0,0,0,0,"0","Ninth District Court",2015
"285","Extradition","22","18","0","19","21","6",14,1,0,0,0,0,0,0,8,0,7,0,"4","Ninth District Court",2015
"286","Felony Crimes Against Property","340","155","116","348","285","87",122,76,4,0,2,1,0,1,12,144,66,141,"0","Ninth District Court",2015
"287","Felony Crimes Against Persons","238","140","62","242","212","75",95,42,5,0,5,0,0,0,15,91,58,89,"0","Ninth District Court",2015
"288","Felony Drug Offenses","402","184","104","387","324","111",135,78,18,0,15,3,0,0,25,161,100,111,"0","Ninth District Court",2015
"289","Felony DWI/DUI","42","11","5","33","26","3",13,10,0,0,0,0,0,0,2,20,8,7,"0","Ninth District Court",2015
"290","Felony Homicide","9","3","2","6","8","1",7,0,3,0,3,0,0,0,0,1,0,2,"0","Ninth District Court",2015
"291","Felony Miscellaneous","131","58","24","117","103","32",56,15,2,0,2,0,0,0,2,45,47,30,"0","Ninth District Court",2015
"292","Felony Public Safety Offenses","3","1","1","3","2","1",1,0,0,0,0,0,0,0,0,2,0,1,"0","Ninth District Court",2015
"293","Felony Sexual Offenses","53","27","9","42","50","16",30,4,6,0,4,2,0,0,2,18,11,11,"0","Ninth District Court",2015
"294","Felony First Degree","0","0","0","1","0","0",0,0,0,0,0,0,0,0,0,0,0,1,"0","Ninth District Court",2015
"295","Lower Court Appeal","10","0","1","4","7","0",7,0,0,0,0,0,0,0,1,0,1,2,"0","Ninth District Court",2015
"296","Felony Vehicular Homicide","1","0","0","1","0","0",0,0,0,0,0,0,0,0,0,1,0,0,"0","Ninth District Court",2015
"297","Lower Court Appeal ‐ Defendant Appellant","19","30","0","29","20","6",14,0,1,10,10,0,0,1,6,10,1,0,"1","Ninth District Court",2015
"298","Lower Court Appeal ‐ Plaintiff Appellant","0","1","0","1","0","0",0,0,0,0,0,0,0,0,0,0,1,0,"0","Ninth District Court",2015
"299","Lower Court DWI/DUI Appeals","1","0","0","0","1","0",1,0,0,0,0,0,0,0,0,0,0,0,"0","Ninth District Court",2015
"300","Lower Court DWI Appeal ‐ Defendant Appellant","5","3","1","6","3","1",2,0,0,1,1,0,0,0,1,3,0,1,"0","Ninth District Court",2015
"301","Misdemeanor (Dist.)","58","11","7","49","30","7",12,11,0,1,1,0,0,0,0,11,22,16,"0","Ninth District Court",2015
"302","Misdemeanor DWI/DUI","31","4","6","21","23","5",8,10,1,1,0,1,0,1,2,9,2,7,"0","Ninth District Court",2015
"303","Petition for Review of Bond/Conditions of Release","0","2","0","0","2","2",0,0,0,0,0,0,0,0,0,0,0,0,"0","Ninth District Court",2015
"304","Total","1365","648","339","1309","1118","353",518,247,40,13,43,7,0,3,76,516,324,419,"5","Ninth District Court",2015
"305","JUVENILE","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ninth District Court",2015
"306","Juvenile Public Safety Offenses","2","1","4","6","1","1",0,0,0,0,0,0,0,0,1,0,1,4,"0","Ninth District Court",2015
"307","Juvenile Crimes Against Property","33","49","48","109","20","12",6,2,0,0,0,0,0,0,14,34,15,46,"4","Ninth District Court",2015
"308","Juvenile Crimes Against Persons","31","55","14","63","33","20",9,4,0,0,0,0,0,0,5,31,16,16,"0","Ninth District Court",2015
"309","Juvenile Delinquent Felony","3","3","0","2","4","2",2,0,0,0,0,0,0,0,1,1,2,0,"0","Ninth District Court",2015
"310","Juvenile Delinquent Non‐Felony","9","4","2","6","9","3",5,1,0,0,0,0,0,0,2,1,1,2,"0","Ninth District Court",2015
"311","Juvenile Drug Offenses","17","22","10","31","18","11",6,1,0,0,0,0,0,0,1,10,11,11,"0","Ninth District Court",2015
"312","Juvenile DWI Offenses","2","4","0","4","2","1",0,1,0,0,0,0,0,0,1,2,2,0,"0","Ninth District Court",2015
"313","Juvenile Extradition","1","0","0","0","1","0",1,0,0,0,0,0,0,0,0,0,0,0,"0","Ninth District Court",2015
"314","Juvenile Motor Vehicle Offenses","0","1","1","1","1","0",0,1,0,0,0,0,0,0,0,0,0,1,"0","Ninth District Court",2015
"315","Juvenile Sexual Offenses","7","4","3","8","6","3",3,0,0,0,0,0,0,0,1,1,1,4,"1","Ninth District Court",2015
"316","Youthful Offender Crimes Against Persons","1","0","1","1","1","0",0,1,0,0,0,0,0,0,0,0,0,1,"0","Ninth District Court",2015
"317","Youthful Offender Crimes Against Property","2","4","0","2","5","3",2,0,0,0,0,0,0,0,0,2,0,0,"0","Ninth District Court",2015
"318","Youthful Offender Sexual Offenses","3","0","0","1","2","0",2,0,0,0,0,0,0,0,0,0,1,0,"0","Ninth District Court",2015
"319","Total","111","147","83","234","103","56",36,11,0,0,0,0,0,0,26,82,50,85,"5","Ninth District Court",2015
"320","CRIMINAL","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tenth District Court",2015
"321","Extradition","0","1","0","1","0","0",0,0,0,0,0,0,0,0,0,0,0,0,"1","Tenth District Court",2015
"322","Felony Crimes Against Property","30","33","11","40","34","11",14,9,1,0,1,0,0,0,5,13,20,15,"0","Tenth District Court",2015
"323","Felony Crimes Against Persons","43","38","24","63","42","24",11,7,2,0,1,0,0,1,7,28,30,20,"0","Tenth District Court",2015
"324","Felony Drug Offenses","55","34","25","73","41","16",8,17,2,0,2,0,0,0,12,25,23,31,"0","Tenth District Court",2015
"325","Felony DWI/DUI","3","3","1","5","2","0",1,1,0,0,0,0,0,0,0,3,3,2,"0","Tenth District Court",2015
"326","Felony Homicide","5","0","3","5","3","0",2,1,0,0,0,0,0,0,1,0,0,4,"0","Tenth District Court",2015
"327","Felony Miscellaneous","43","33","17","60","33","14",9,10,0,2,0,0,1,1,12,22,25,17,"0","Tenth District Court",2015
"328","Felony Sexual Offenses","2","5","1","3","5","1",4,0,0,0,0,0,0,0,0,2,1,1,"0","Tenth District Court",2015
"329","Felony Domestic Violence","1","0","0","1","0","0",0,0,0,0,0,0,0,0,0,0,0,1,"0","Tenth District Court",2015
"330","Felony Vehicular Homicide","2","0","0","1","1","0",1,0,0,0,0,0,0,0,0,1,1,0,"0","Tenth District Court",2015
"331","Lower Court Appeal ‐ Defendant Appellant","4","10","1","7","8","7",1,0,0,0,0,0,0,0,2,5,0,0,"0","Tenth District Court",2015
"332","Lower Court DWI Appeal ‐ Defendant Appellant","2","2","2","5","1","0",1,0,0,0,0,0,0,0,0,2,0,3,"0","Tenth District Court",2015
"333","Misdemeanor (Dist.)","3","5","0","2","6","3",2,1,0,0,0,0,0,0,0,1,2,0,"0","Tenth District Court",2015
"334","Misdemeanor DWI/DUI","6","0","0","6","0","0",0,0,0,0,0,0,0,0,0,0,6,0,"0","Tenth District Court",2015
"335","Total","199","164","85","272","176","76",54,46,5,2,4,0,1,2,39,102,111,94,"1","Tenth District Court",2015
"336","JUVENILE","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tenth District Court",2015
"337","Juvenile Crimes Against Property","3","12","3","10","8","7",0,1,0,0,0,0,0,0,1,2,5,3,"0","Tenth District Court",2015
"338","Juvenile Crimes Against Persons","2","7","2","8","3","3",0,0,0,0,0,0,0,0,0,6,5,0,"0","Tenth District Court",2015
"339","Juvenile Delinquent Felony","4","5","1","8","2","0",2,0,0,0,0,0,0,0,0,5,3,2,"0","Tenth District Court",2015
"340","Juvenile Delinquent Non‐Felony","0","8","1","5","4","2",2,0,0,0,0,0,0,0,0,1,3,1,"0","Tenth District Court",2015
"341","Juvenile Drug Offenses","2","5","4","9","2","2",0,0,0,0,0,0,0,0,0,5,3,4,"0","Tenth District Court",2015
"342","Juvenile DWI Offenses","1","1","1","2","1","1",0,0,0,0,0,0,0,0,0,1,1,1,"0","Tenth District Court",2015
"343","Juvenile Extradition","0","2","0","2","0","0",0,0,0,0,0,0,0,0,0,0,0,0,"2","Tenth District Court",2015
"344","Juvenile Public Safety Offenses","0","1","0","1","0","0",0,0,0,0,0,0,0,0,0,1,0,0,"0","Tenth District Court",2015
"345","Juvenile Sexual Offenses","1","0","0","1","0","0",0,0,0,0,0,0,0,0,0,0,1,0,"0","Tenth District Court",2015
"346","Youthful Offender Crimes Against Property","0","0","1","1","0","0",0,0,0,0,0,0,0,0,0,0,0,1,"0","Tenth District Court",2015
"347","Youthful Offender Homicide","1","0","0","1","0","0",0,0,0,0,0,0,0,0,0,1,0,0,"0","Tenth District Court",2015
"348","Total","14","41","13","48","20","15",4,1,0,0,0,0,0,0,1,22,21,12,"2","Tenth District Court",2015
"349","CRIMINAL","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eleventh District Court",2015
"350","Adult Motor Vehicle Offenses","1","0","0","0","1","0",0,1,0,0,0,0,0,0,0,0,0,0,"0","Eleventh District Court",2015
"351","Domestic Violence Appeal ‐ Defendant Appellant","1","1","0","2","0","0",0,0,0,1,1,0,0,0,0,1,0,0,"0","Eleventh District Court",2015
"352","Extradition","7","19","0","17","9","5",2,2,0,0,0,0,0,0,1,0,1,0,"15","Eleventh District Court",2015
"353","Felony Crimes Against Property","285","171","135","365","226","82",41,103,3,0,1,1,0,1,31,123,155,161,"0","Eleventh District Court",2015
"354","Felony Crimes Against Persons","454","482","234","727","443","232",117,94,22,0,14,7,0,1,86,296,351,234,"0","Eleventh District Court",2015
"355","Felony Drug Offenses","316","313","144","423","351","178",87,86,3,0,2,1,0,0,55,149,248,123,"0","Eleventh District Court",2015
"356","Felony DWI/DUI","173","183","49","228","179","88",35,56,9,1,8,1,0,1,4,150,141,48,"0","Eleventh District Court",2015
"357","Felony Homicide","16","6","3","13","12","7",4,1,3,0,2,1,0,0,0,5,6,4,"0","Eleventh District Court",2015
"358","Felony Miscellaneous","54","41","28","70","52","23",14,15,0,0,0,0,0,0,3,18,22,38,"0","Eleventh District Court",2015
"359","Felony Public Safety Offenses","59","79","42","118","61","31",19,11,0,0,0,0,0,0,8,58,61,41,"0","Eleventh District Court",2015
"360","Felony Sexual Offenses","61","50","23","81","53","26",19,8,3,1,2,1,0,1,8,30,35,23,"0","Eleventh District Court",2015
"361","Felony First Degree","1","0","0","0","1","0",1,0,0,0,0,0,0,0,0,0,0,0,"0","Eleventh District Court",2015
"362","Felony Domestic Violence","5","15","4","18","6","3",2,1,0,0,0,0,0,0,1,10,13,2,"0","Eleventh District Court",2015
"363","Lower Court Appeal","5","0","0","1","4","0",1,3,0,0,0,0,0,0,0,1,0,0,"0","Eleventh District Court",2015
"364","Felony Vehicular Homicide","1","0","0","1","0","0",0,0,0,0,0,0,0,0,0,1,0,0,"0","Eleventh District Court",2015
"365","Lower Court Appeal ‐ Defendant Appellant","39","78","1","76","42","32",9,1,2,14,13,1,0,1,2,52,5,0,"1","Eleventh District Court",2015
"366","Lower Court Appeal ‐ Plaintiff Appellant","0","2","0","2","0","0",0,0,0,0,0,0,0,0,0,2,0,0,"0","Eleventh District Court",2015
"367","Lower Court DWI/DUI Appeals","4","0","0","2","2","0",1,1,0,0,0,0,0,0,0,0,0,1,"1","Eleventh District Court",2015
"368","Lower Court DWI Appeal ‐ Defendant Appellant","41","89","0","67","64","42",22,0,3,17,19,0,0,0,3,42,1,1,"0","Eleventh District Court",2015
"369","Lower Court DWI Appeal ‐ Plaintiff Appellant","1","1","0","2","0","0",0,0,0,2,2,0,0,0,0,0,0,0,"0","Eleventh District Court",2015
"370","Misdemeanor (Dist.)","24","33","1","37","21","15",3,3,0,0,0,0,0,0,1,18,22,0,"0","Eleventh District Court",2015
"371","Misdemeanor DWI/DUI","3","3","0","5","1","1",0,0,0,1,1,0,0,0,1,1,3,0,"0","Eleventh District Court",2015
"372","Petition for Review of Bond/Conditions of Release","2","9","0","9","2","1",1,0,0,0,0,0,0,0,5,1,2,0,"0","Eleventh District Court",2015
"373","Total","1553","1575","664","2264","1530","766",378,386,48,37,65,13,0,5,209,958,1066,676,"17","Eleventh District Court",2015
